order_id,customer_name,email,order_date,product_name,category,quantity,price,city,payment_method,delivery_status,total_amount
212.0, Ali Qureshi ,.ali.qureshi.@gmial.com,2024-08-31,Samsung Galaxy S22,Electronics,,abc,karacchi,cash ,Delivered,
, Hassan Mirza ,.hassan.mirza.@gmail.com,2024-11-08,Microwave,Applinces,-1.0,0,,Cash,Cancelled,0.0
214.0, AHMED MIRZA ,.ahmed.mirza.@gmial.com,,Smart TV,Applinces,4.0,abc,Sargodha,Cash,Delivered,
,Ahmed Malik,ahmed.malik@yahoo.com,2024-06-07,Samsung Galaxy S22,,-1.0,abc,karacchi,Cash,Delivered,
216.0,ali chaudhry,ali.chaudhry@gmail.com,2023-02-16,MacBook Air,Appliances,-1.0,0,Multan,,Delivered,0.0
217.0,AYESHA RAZA,ayesha.raza@gmailcom,,McB00k Air,,1.0,abc,,cash ,pendng,
,Usman Raza,usman.raza,01/12/2024,Washing Machine,Electronics,-1.0,13051,Multan,,Cancelled,-13051.0
219.0, Hina Zafar ,.hina.zafar.@hotmail.com,2024-12-05,Bluetooth Speaker,Appliances,-1.0,101893,islmabad,CARD,Delivered,-101893.0
220.0,Sara Saeed,sara.saeed@yahoo.com,05-18-2024,HP Laptop,Accessories,,0,lahor,cash ,Pending,
221.0,Usman Mirza,usman.mirza@gmailcom,,iPh0ne 14 Pr0,eletronics,,144942,Karachi,CARD,pendng,
,Hassan Saeed,hassan.saeed@gmailcom,2024-01-08,HP Laptop,Accessories,,0,Faisalabad,,delievered,
223.0,AHMED BUTT,ahmed.butt@hotmail.com,2024-01-18,iPhone 14 Pro,eletronics,,108272,Multan,CARD,Pending,
224.0, ahmed qureshi ,.ahmed.qureshi.@hotmail.com,2024-02-29,Smrt Wtch,eletronics,,133172,karacchi,Cash,pendng,
,Ali Saeed,ali.saeed@gmailcom,01/07/2023,McB00k Air,,,0,lahor,cash ,pendng,
, FATIMA CHAUDHRY ,.fatima.chaudhry.@yahoo.com,09-08-2024,Microwave,,,57975,Sargodha,CARD,,
227.0,Ayesha Raza,ayesha.raza@yahoo.com,12-11-2024,Samsung Galaxy S22,Applinces,,0,islmabad,Bank Transfer,delievered,
228.0,HINA MALIK,hina.malik@yahoo.com,06-14-2023,Smrt TV,Electronics,3.0,142865,Faisalabad,cash ,Delivered,428595.0
,Hina Butt,hina.butt@yahoo.com,12-13-2024,iPhone 14 Pro,eletronics,,0,Lahore,Cash,,
230.0,Fatima Zafar,fatima.zafar@gmailcom,10-10-2024,Smart Watch,Applinces,,abc,karacchi,Card,,
231.0, Sara Raza ,.sara.raza.@gmail.com,07-23-2024,MacBook Air,Accessories,-1.0,0,Islamabad,Cash,Pending,0.0
232.0,Kashif Khan,kashif.khan@hotmail.com,08-09-2024,Samsung Galaxy S22,Accessories,5.0,0,Karachi,CARD,Pending,0.0
233.0,Hina Saeed,hina.saeed@yahoo.com,12-06-2023,Smart TV,Applinces,-1.0,0,Lahore,Cash,,0.0
234.0,Usman Butt,usman.butt@gmial.com,02-10-2023,Bluetooth Speaker,Electronics,-1.0,0,Multan,Cash,pendng,0.0
235.0, Hina Saeed ,.hina.saeed.@yahoo.com,2023-03-26,MacBook Air,Applinces,5.0,18163,Sargodha,,delievered,90815.0
236.0,Fatima Saeed,fatima.saeed@gmailcom,15/03/2023,iPhone 14 Pro,Accessories,1.0,20201,Islamabad,Bank Transfer,pendng,20201.0
237.0,Kashif Butt,kashif.butt@gmailcom,03-19-2024,iPhone 14 Pro,Electronics,5.0,0,,Cash,,0.0
238.0,ayesha saeed,ayesha.saeed@gmail.com,,Bluetooth Speaker,Electronics,4.0,140845,Islamabad,,delievered,563380.0
,hassan raza,hassan.raza@hotmail.com,12/01/2023,Smsung Glxy S22,Applinces,-1.0,0,Karachi,Bank Transfer,Pending,0.0
,Ayesha Butt,ayesha.butt@gmial.com,08/07/2023,Smart Watch,Appliances,1.0,149712,islmabad,cash ,,149712.0
, Ahmed Chaudhry ,.ahmed.chaudhry.@yahoo.com,05-13-2024,Airp0ds Pr0,,2.0,0,Karachi,Card,Cancelled,0.0
242.0,Usman Sheikh,usman.sheikh@gmial.com,08-03-2024,Airpods Pro,Appliances,-1.0,65533,lahor,Bank Transfer,Cancelled,-65533.0
243.0,Ayesha Mirza,ayesha.mirza@hotmail.com,22/04/2023,Smrt Wtch,Accessories,,abc,Karachi,,Delivered,
244.0,Hina Khan,hina.khan@gmial.com,02-07-2023,Microwave,Applinces,,abc,lahor,Card,pendng,
,Hassan Raza,hassan.raza@gmailcom,11/01/2023,Smart Watch,Applinces,-1.0,42739,,CARD,,-42739.0
246.0, usman sheikh ,.usman.sheikh.@hotmail.com,13/02/2023,Microwave,Accessories,-1.0,120182,Lahore,,Cancelled,-120182.0
247.0, Hina Chaudhry ,.hina.chaudhry.@gmial.com,,Airpods Pro,Electronics,-1.0,99652,islmabad,cash ,Cancelled,-99652.0
248.0, Usman Mirza ,.usman.mirza.@yahoo.com,2023-08-24,Microwave,Appliances,2.0,abc,,,Delivered,
,Fatima Qureshi,fatima.qureshi@gmailcom,05/05/2024,Smart Watch,eletronics,1.0,12310,,CARD,Pending,12310.0
250.0, Hina Khan ,.hina.khan.@yahoo.com,,Smart Watch,,,75305,Sargodha,cash ,pendng,
251.0, USMAN RAZA ,.usman.raza.@gmial.com,07-06-2023,MacBook Air,Accessories,,19046,lahor,cash ,Pending,
252.0,Ali Butt,ali.butt@gmailcom,2024-09-12,MacBook Air,Applinces,5.0,0,Karachi,Cash,delievered,0.0
, Sara Zafar ,.sara.zafar.@gmailcom,2024-01-15,Microwave,eletronics,-1.0,abc,Islamabad,Bank Transfer,delievered,
254.0,Ahmed Chaudhry,ahmed.chaudhry@hotmail.com,2024-12-27,Smart Watch,Applinces,-1.0,0,Faisalabad,cash ,Cancelled,0.0
255.0, Sara Qureshi ,.sara.qureshi.@gmial.com,01-10-2024,Bluetooth Speaker,eletronics,,127476,Faisalabad,CARD,pendng,
256.0,Hassan Chaudhry,hassan.chaudhry@gmailcom,2024-11-06,HP Laptop,,2.0,0,lahor,Bank Transfer,pendng,0.0
,ali raza,ali.raza@yahoo.com,,Smsung Glxy S22,Appliances,3.0,0,lahor,cash ,pendng,0.0
,Hina Chaudhry,hina.chaudhry@yahoo.com,2024-03-25,HP Laptop,Applinces,3.0,0,islmabad,CARD,,0.0
259.0,Kashif Raza,kashif.raza@gmail.com,03-30-2023,Bluetooth Speaker,eletronics,,0,Lahore,,,
260.0,ahmed saeed,ahmed.saeed@hotmail.com,11/10/2023,Smart Watch,eletronics,,abc,Islamabad,cash ,pendng,
261.0,Hina Malik,hina.malik@gmail.com,09-21-2023,Washing Machine,Applinces,4.0,abc,karacchi,CARD,Delivered,
262.0,ahmed chaudhry,ahmed.chaudhry@yahoo.com,02-27-2024,Microwave,,3.0,76311,lahor,,,228933.0
263.0,Ahmed Saeed,ahmed.saeed@hotmail.com,08-10-2024,MacBook Air,,-1.0,53341,Sargodha,Bank Transfer,Pending,-53341.0
264.0,Fatima Butt,fatima.butt@gmail.com,,Smrt Wtch,Applinces,-1.0,0,Faisalabad,cash ,pendng,0.0
265.0,Usman Raza,usman.raza@hotmail.com,13/08/2024,iPhone 14 Pro,eletronics,,0,Faisalabad,cash ,,
266.0,Usman Malik,usman.malik,,Smrt Wtch,Accessories,-1.0,0,Multan,Card,Cancelled,0.0
267.0, KASHIF SHEIKH ,.kashif.sheikh.@hotmail.com,02-15-2024,Washing Machine,Appliances,,60917,Multan,Card,pendng,
268.0, bilal butt ,.bilal.butt.@gmail.com,26/05/2024,Microwave,Accessories,-1.0,0,,Cash,delievered,0.0
269.0,SARA KHAN,sara.khan@gmail.com,12-09-2023,Airpods Pro,Applinces,-1.0,abc,Karachi,Bank Transfer,,
,Fatima Zafar,fatima.zafar@yahoo.com,10-19-2023,Airpods Pro,eletronics,4.0,0,Multan,cash ,,0.0
271.0,Sara Sheikh,sara.sheikh@gmailcom,2023-03-15,MacBook Air,Accessories,,0,Multan,CARD,,
272.0,Hassan Mirza,hassan.mirza@gmial.com,,MacBook Air,Electronics,,0,Multan,,,
, AHMED BUTT ,.ahmed.butt.@gmailcom,,Microwave,Electronics,-1.0,41704,lahor,Bank Transfer,Pending,-41704.0
274.0, Hassan Mirza ,.hassan.mirza.,11-10-2024,Airpods Pro,eletronics,-1.0,abc,Islamabad,,pendng,
275.0,Kashif Zafar,kashif.zafar@gmial.com,10-17-2024,Airpods Pro,Appliances,-1.0,abc,lahor,Bank Transfer,Pending,
276.0,Ali Khan,ali.khan@yahoo.com,2024-04-25,Washing Machine,eletronics,3.0,abc,,Card,Delivered,
,Ayesha Butt,ayesha.butt@gmailcom,,Bluetooth Speaker,Electronics,,0,,,,
278.0,Hassan Saeed,hassan.saeed@gmail.com,2023-10-24,Washing Machine,Accessories,-1.0,abc,Lahore,Card,Delivered,
, Ali Raza ,.ali.raza.@yahoo.com,09/01/2023,Samsung Galaxy S22,eletronics,-1.0,abc,karacchi,Bank Transfer,delievered,
, ali sheikh ,.ali.sheikh.@hotmail.com,,MacBook Air,Accessories,4.0,0,Sargodha,cash ,delievered,0.0
281.0,Ali Butt,ali.butt@gmial.com,,Bluetooth Speaker,Accessories,3.0,0,islmabad,CARD,Delivered,0.0
282.0,usman chaudhry,usman.chaudhry@yahoo.com,,Airp0ds Pr0,Accessories,5.0,104758,Lahore,Cash,pendng,523790.0
, usman zafar ,.usman.zafar.@gmailcom,09-25-2024,iPh0ne 14 Pr0,,,141601,Islamabad,cash ,Pending,
284.0,Hina Sheikh,hina.sheikh,01-22-2024,MacBook Air,Electronics,,0,Multan,CARD,,
285.0,FATIMA ZAFAR,fatima.zafar@hotmail.com,05/09/2024,Samsung Galaxy S22,eletronics,-1.0,abc,karacchi,Cash,,
,Bilal Raza,bilal.raza@hotmail.com,09-02-2023,Samsung Galaxy S22,Applinces,4.0,0,karacchi,CARD,Pending,0.0
,Hassan Sheikh,hassan.sheikh@gmail.com,2023-03-10,MacBook Air,Electronics,2.0,128236,Karachi,Cash,pendng,256472.0
,Bilal Mirza,bilal.mirza,2023-08-15,iPhone 14 Pro,Appliances,4.0,0,Lahore,Bank Transfer,pendng,0.0
, Bilal Sheikh ,.bilal.sheikh.@gmial.com,2023-02-11,Smrt TV,Appliances,5.0,0,Sargodha,CARD,delievered,0.0
290.0,Fatima Saeed,fatima.saeed@yahoo.com,,Samsung Galaxy S22,Applinces,,0,lahor,Cash,Pending,
291.0,Hina Qureshi,hina.qureshi@gmial.com,03-29-2024,Airpods Pro,Accessories,-1.0,0,Faisalabad,CARD,Pending,0.0
,hina butt,hina.butt@hotmail.com,,iPhone 14 Pro,Accessories,5.0,136688,Multan,Cash,Cancelled,683440.0
293.0,fatima sheikh,fatima.sheikh@hotmail.com,07/06/2024,Smsung Glxy S22,Accessories,2.0,abc,,Card,Pending,
294.0,Hassan Malik,hassan.malik@yahoo.com,,MacBook Air,,5.0,79746,,cash ,Delivered,398730.0
295.0,Ayesha Sheikh,ayesha.sheikh@gmail.com,2023-08-21,Bluet00th Speker,Applinces,-1.0,0,Islamabad,Bank Transfer,pendng,0.0
,fatima raza,fatima.raza@gmailcom,2024-08-12,HP Laptop,eletronics,2.0,89124,karacchi,CARD,,178248.0
297.0,HINA QURESHI,hina.qureshi@yahoo.com,07/05/2024,Washing Machine,Applinces,,138428,Sargodha,Cash,Cancelled,
298.0,ayesha zafar,ayesha.zafar@hotmail.com,2023-12-19,Smart TV,Accessories,-1.0,abc,Lahore,Card,Pending,
,Ayesha Raza,ayesha.raza@gmail.com,06/09/2023,Smrt TV,,-1.0,abc,Lahore,Bank Transfer,Pending,
, hina butt ,.hina.butt.@gmailcom,2023-05-25,Bluetooth Speaker,,5.0,67966,Lahore,Bank Transfer,Pending,339830.0
, kashif chaudhry ,.kashif.chaudhry.@gmailcom,11-09-2024,Smsung Glxy S22,,4.0,0,Karachi,Bank Transfer,delievered,0.0
,hina malik,hina.malik,06-26-2024,Airpods Pro,,2.0,0,Faisalabad,Bank Transfer,,0.0
303.0, FATIMA SAEED ,.fatima.saeed.@gmailcom,01-31-2023,HP Laptop,eletronics,2.0,0,,,,0.0
304.0,Bilal Butt,bilal.butt@hotmail.com,,Micr0wve,,,0,Sargodha,Card,Cancelled,
,Hina Raza,hina.raza@yahoo.com,01/08/2024,Airp0ds Pr0,Applinces,1.0,84256,Lahore,Bank Transfer,delievered,84256.0
306.0,Hassan Mirza,hassan.mirza@hotmail.com,2023-07-12,MacBook Air,Applinces,-1.0,0,Sargodha,CARD,Pending,0.0
307.0, ali sheikh ,.ali.sheikh.@gmial.com,10-27-2024,MacBook Air,eletronics,4.0,43935,Sargodha,Cash,delievered,175740.0
308.0, hassan qureshi ,.hassan.qureshi.@yahoo.com,,Airpods Pro,Appliances,-1.0,0,lahor,,Cancelled,0.0
309.0,Kashif Zafar,kashif.zafar@gmail.com,,iPhone 14 Pro,Appliances,,0,Lahore,CARD,delievered,
,ALI BUTT,ali.butt@hotmail.com,03-08-2024,Smart Watch,,5.0,0,karacchi,Cash,,0.0
,Ahmed Raza,ahmed.raza@gmial.com,02-28-2024,Wshing Mchine,eletronics,,abc,Karachi,Bank Transfer,Cancelled,
,sara malik,sara.malik@gmail.com,29/01/2024,Bluetooth Speaker,Electronics,-1.0,0,Islamabad,Card,Pending,0.0
313.0,ali qureshi,ali.qureshi@hotmail.com,01/05/2023,HP Lpt0p,Accessories,-1.0,abc,islmabad,Cash,pendng,
314.0,Fatima Butt,fatima.butt@gmailcom,2024-09-07,HP Laptop,Accessories,,147158,Lahore,Card,Pending,
315.0,AYESHA KHAN,ayesha.khan@gmial.com,2023-03-31,Samsung Galaxy S22,Appliances,,0,,CARD,pendng,
316.0,USMAN ZAFAR,usman.zafar@hotmail.com,2024-01-24,Bluetooth Speaker,Electronics,-1.0,36270,Multan,Bank Transfer,pendng,-36270.0
317.0,Hina Butt,hina.butt@gmail.com,2024-10-06,Washing Machine,Applinces,-1.0,abc,islmabad,CARD,pendng,
318.0,Sara Zafar,sara.zafar@gmailcom,04/07/2023,Smart TV,Electronics,1.0,0,Karachi,,Pending,0.0
,BILAL QURESHI,bilal.qureshi,07-26-2023,Smart TV,Accessories,,abc,Lahore,Cash,,
320.0,Ayesha Qureshi,ayesha.qureshi@gmail.com,07-18-2023,Airpods Pro,eletronics,4.0,abc,Islamabad,,delievered,
,Ayesha Mirza,ayesha.mirza@gmail.com,11-03-2023,Microwave,Appliances,,abc,Karachi,Card,Cancelled,
322.0,Ayesha Qureshi,ayesha.qureshi@gmial.com,2023-07-11,Smart TV,Accessories,-1.0,109493,karacchi,Card,Cancelled,-109493.0
323.0, Hassan Butt ,.hassan.butt.@hotmail.com,2023-07-26,Washing Machine,eletronics,5.0,abc,karacchi,,pendng,
324.0, Ayesha Raza ,.ayesha.raza.@gmial.com,16/05/2023,iPhone 14 Pro,,5.0,abc,Lahore,,pendng,
325.0, Ayesha Mirza ,.ayesha.mirza.,16/11/2023,Airpods Pro,Accessories,,abc,Karachi,Bank Transfer,Pending,
326.0,hassan malik,hassan.malik@yahoo.com,07-16-2024,Smrt TV,,,65179,Karachi,Bank Transfer,pendng,
327.0,HINA MIRZA,hina.mirza@gmail.com,2023-02-25,Bluetooth Speaker,,,0,Faisalabad,Bank Transfer,Cancelled,
328.0,Hina Malik,hina.malik@gmailcom,,Samsung Galaxy S22,,-1.0,61737,Islamabad,CARD,Cancelled,-61737.0
329.0,Bilal Raza,bilal.raza@hotmail.com,2023-01-31,Wshing Mchine,eletronics,4.0,abc,,CARD,Pending,
,Ahmed Qureshi,ahmed.qureshi@hotmail.com,03-14-2023,Microwave,Applinces,4.0,0,Islamabad,cash ,delievered,0.0
331.0,Ayesha Butt,ayesha.butt@gmailcom,17/12/2023,MacBook Air,Electronics,-1.0,0,,cash ,Cancelled,0.0
, ahmed mirza ,.ahmed.mirza.@gmail.com,,Airpods Pro,,1.0,58045,,,Delivered,58045.0
333.0,Sara Mirza,sara.mirza@gmial.com,07-30-2023,Smart TV,,-1.0,91246,,Cash,pendng,-91246.0
, Bilal Raza ,.bilal.raza.@gmial.com,01-01-2023,Samsung Galaxy S22,Electronics,-1.0,0,Faisalabad,,delievered,0.0
335.0,Bilal Qureshi,bilal.qureshi@gmailcom,,Airpods Pro,Appliances,,33911,Lahore,Cash,,
336.0,Sara Mirza,sara.mirza@yahoo.com,,Washing Machine,,-1.0,abc,islmabad,cash ,pendng,
337.0, BILAL SHEIKH ,.bilal.sheikh.@gmailcom,08-31-2023,Bluetooth Speaker,Applinces,3.0,0,karacchi,,Cancelled,0.0
338.0, Kashif Mirza ,.kashif.mirza.@gmial.com,,Micr0wve,Applinces,1.0,0,Karachi,,,0.0
,Kashif Chaudhry,kashif.chaudhry@gmial.com,,Microwave,Applinces,-1.0,abc,Multan,Card,Delivered,
,Kashif Chaudhry,kashif.chaudhry@gmail.com,15/08/2024,Smrt Wtch,Accessories,5.0,abc,Karachi,Card,pendng,
341.0,HASSAN CHAUDHRY,hassan.chaudhry@gmail.com,10/09/2024,Smart Watch,,-1.0,abc,Sargodha,cash ,Pending,
,Ali Sheikh,ali.sheikh@gmial.com,,Bluetooth Speaker,Appliances,,44852,,,Cancelled,
343.0,HASSAN MALIK,hassan.malik@gmailcom,29/06/2024,Bluetooth Speaker,eletronics,-1.0,0,lahor,Cash,Cancelled,0.0
344.0,Bilal Sheikh,bilal.sheikh@gmail.com,06-28-2024,Bluetooth Speaker,,-1.0,abc,Karachi,Bank Transfer,,
,Bilal Mirza,bilal.mirza@gmial.com,06-16-2024,MacBook Air,Electronics,1.0,abc,Karachi,CARD,Delivered,
, USMAN SHEIKH ,.usman.sheikh.@gmail.com,28/02/2023,Smart Watch,,1.0,abc,,Card,Delivered,
, sara chaudhry ,.sara.chaudhry.@gmailcom,,Airpods Pro,Electronics,3.0,abc,Faisalabad,Cash,Cancelled,
348.0, sara mirza ,.sara.mirza.@gmailcom,2024-05-18,MacBook Air,eletronics,,abc,Multan,Cash,Delivered,
349.0,Ahmed Zafar,ahmed.zafar@gmail.com,2023-06-02,iPhone 14 Pro,Accessories,,abc,,Cash,pendng,
,Usman Mirza,usman.mirza@gmail.com,,Wshing Mchine,Applinces,-1.0,abc,Lahore,,,
351.0,Ayesha Saeed,ayesha.saeed@gmailcom,24/10/2023,MacBook Air,eletronics,-1.0,103263,Faisalabad,cash ,Delivered,-103263.0
,USMAN BUTT,usman.butt@gmial.com,2024-02-03,Microwave,eletronics,-1.0,5303,Faisalabad,Cash,Cancelled,-5303.0
,ali qureshi,ali.qureshi@gmailcom,03/07/2024,Smart Watch,Electronics,,abc,Lahore,cash ,pendng,
354.0,fatima raza,fatima.raza@gmail.com,2023-06-24,Smsung Glxy S22,Applinces,5.0,17543,lahor,Bank Transfer,,87715.0
,bilal sheikh,bilal.sheikh@hotmail.com,2023-08-07,Smart Watch,Electronics,-1.0,abc,Islamabad,,Cancelled,
, sara mirza ,.sara.mirza.@gmial.com,2023-06-11,Wshing Mchine,Electronics,2.0,abc,karacchi,,Pending,
357.0,Sara Chaudhry,sara.chaudhry@yahoo.com,08/02/2023,Washing Machine,Electronics,-1.0,110782,islmabad,Card,Pending,-110782.0
358.0,Hina Malik,hina.malik@gmial.com,20/04/2024,Smrt TV,Electronics,,abc,Islamabad,Card,,
359.0,ALI SHEIKH,ali.sheikh,23/02/2023,MacBook Air,eletronics,5.0,19575,karacchi,CARD,pendng,97875.0
360.0,Bilal Butt,bilal.butt@yahoo.com,30/11/2023,Samsung Galaxy S22,eletronics,-1.0,58845,karacchi,CARD,delievered,-58845.0
361.0, bilal raza ,.bilal.raza.@hotmail.com,07-18-2023,Smart TV,Appliances,,abc,Islamabad,Cash,delievered,
362.0, Bilal Raza ,.bilal.raza.@hotmail.com,15/10/2024,Smart Watch,Appliances,-1.0,abc,Sargodha,CARD,delievered,
363.0,Hassan Khan,hassan.khan@yahoo.com,20/03/2024,Smart Watch,Applinces,-1.0,12593,karacchi,,pendng,-12593.0
364.0,bilal saeed,bilal.saeed@gmail.com,2023-09-04,Microwave,,4.0,abc,Multan,Card,,
365.0, Ali Mirza ,.ali.mirza.@gmailcom,2024-08-20,Washing Machine,Appliances,4.0,0,karacchi,,,0.0
366.0,Ahmed Qureshi,ahmed.qureshi@gmail.com,04/10/2023,Samsung Galaxy S22,Accessories,,96417,Karachi,cash ,Cancelled,
367.0,KASHIF KHAN,kashif.khan@gmail.com,29/07/2023,Airpods Pro,Electronics,,0,Sargodha,Bank Transfer,Cancelled,
368.0,HINA QURESHI,hina.qureshi@gmailcom,,Microwave,Applinces,-1.0,0,Karachi,Card,delievered,0.0
369.0, Ahmed Qureshi ,.ahmed.qureshi.@gmail.com,2023-10-10,MacBook Air,Appliances,,abc,lahor,,pendng,
370.0,Usman Sheikh,usman.sheikh@gmail.com,2023-03-06,HP Laptop,Applinces,-1.0,0,Faisalabad,cash ,pendng,0.0
,Hina Saeed,hina.saeed@yahoo.com,10/11/2023,Smart TV,Accessories,3.0,abc,Multan,cash ,Pending,
,sara saeed,sara.saeed@yahoo.com,2023-04-30,Airpods Pro,eletronics,-1.0,49364,islmabad,,Delivered,-49364.0
,AYESHA SHEIKH,ayesha.sheikh@gmial.com,,Washing Machine,eletronics,3.0,0,islmabad,CARD,Cancelled,0.0
,Hassan Mirza,hassan.mirza@gmial.com,,Airpods Pro,,4.0,0,islmabad,Cash,Cancelled,0.0
375.0,Bilal Zafar,bilal.zafar@gmail.com,14/09/2024,Smart Watch,Accessories,2.0,0,karacchi,,,0.0
376.0,HINA QURESHI,hina.qureshi@gmail.com,,MacBook Air,eletronics,-1.0,98735,Multan,Bank Transfer,Cancelled,-98735.0
377.0,usman saeed,usman.saeed@gmailcom,23/10/2023,Bluetooth Speaker,eletronics,,23564,Sargodha,Bank Transfer,delievered,
,Ayesha Malik,ayesha.malik@gmailcom,02-24-2024,Bluetooth Speaker,eletronics,5.0,53234,lahor,Bank Transfer,pendng,266170.0
379.0,Ali Chaudhry,ali.chaudhry@gmial.com,2023-08-18,iPhone 14 Pro,Accessories,4.0,abc,Islamabad,cash ,,
,FATIMA KHAN,fatima.khan@gmail.com,,Smart Watch,Accessories,,abc,islmabad,,pendng,
381.0, Hassan Raza ,.hassan.raza.@gmailcom,05-19-2023,McB00k Air,Accessories,,94319,Multan,Bank Transfer,pendng,
,ahmed saeed,ahmed.saeed@gmial.com,07-10-2024,Airpods Pro,,-1.0,96033,islmabad,CARD,Cancelled,-96033.0
383.0,Ali Raza,ali.raza@gmailcom,2023-06-16,HP Laptop,Appliances,,0,islmabad,,Delivered,
384.0, USMAN MALIK ,.usman.malik.@hotmail.com,07/01/2024,Washing Machine,Applinces,-1.0,0,Multan,Cash,,0.0
385.0, Fatima Raza ,.fatima.raza.@yahoo.com,03/08/2023,Samsung Galaxy S22,Electronics,1.0,abc,Lahore,Card,Delivered,
386.0, HINA ZAFAR ,.hina.zafar.@gmail.com,2023-01-11,Samsung Galaxy S22,Appliances,5.0,0,Faisalabad,Cash,Delivered,0.0
387.0,HASSAN ZAFAR,hassan.zafar@gmial.com,2024-08-06,Samsung Galaxy S22,Electronics,5.0,abc,Islamabad,CARD,Delivered,
,Ahmed Butt,ahmed.butt@gmailcom,26/08/2024,Washing Machine,Electronics,-1.0,abc,Sargodha,CARD,Pending,
389.0, AHMED SHEIKH ,.ahmed.sheikh.@hotmail.com,2024-07-24,Samsung Galaxy S22,Electronics,-1.0,0,Multan,,delievered,0.0
390.0, hina qureshi ,.hina.qureshi.@gmail.com,05-02-2024,McB00k Air,,,abc,karacchi,CARD,,
,AHMED MALIK,ahmed.malik@gmail.com,2023-06-22,Airpods Pro,Accessories,,106981,Sargodha,cash ,,
392.0,Hassan Zafar,hassan.zafar@gmailcom,,Washing Machine,Appliances,4.0,abc,karacchi,cash ,Pending,
, SARA KHAN ,.sara.khan.@gmail.com,01-27-2024,MacBook Air,Applinces,1.0,abc,karacchi,Card,Cancelled,
,Usman Mirza,usman.mirza@gmial.com,,Samsung Galaxy S22,Accessories,-1.0,121496,Lahore,Card,pendng,-121496.0
, Hassan Raza ,.hassan.raza.@gmailcom,,Microwave,Applinces,-1.0,148391,islmabad,Cash,delievered,-148391.0
396.0,Usman Zafar,usman.zafar@hotmail.com,10-19-2023,iPh0ne 14 Pr0,Electronics,-1.0,0,,Cash,,0.0
397.0,Bilal Malik,bilal.malik@gmailcom,08/11/2024,HP Laptop,Accessories,5.0,abc,Karachi,Bank Transfer,Pending,
398.0,hina sheikh,hina.sheikh@gmial.com,2023-10-01,Washing Machine,Accessories,,abc,,Cash,delievered,
399.0,Fatima Sheikh,fatima.sheikh@hotmail.com,11-03-2023,Bluetooth Speaker,,,abc,Multan,Cash,Cancelled,
,Bilal Butt,bilal.butt@gmial.com,12-11-2023,Samsung Galaxy S22,Applinces,-1.0,abc,Karachi,,Cancelled,
,Hassan Qureshi,hassan.qureshi@gmailcom,,Microwave,Electronics,5.0,131863,karacchi,Bank Transfer,,659315.0
,Kashif Qureshi,kashif.qureshi@gmail.com,,MacBook Air,,-1.0,abc,Karachi,,Pending,
403.0, Hassan Chaudhry ,.hassan.chaudhry.@gmial.com,2023-09-02,MacBook Air,Appliances,-1.0,0,lahor,cash ,,0.0
404.0,FATIMA RAZA,fatima.raza@hotmail.com,2023-06-30,Washing Machine,Electronics,-1.0,79113,lahor,Bank Transfer,,-79113.0
,Ahmed Qureshi,ahmed.qureshi@yahoo.com,2024-08-07,Microwave,Applinces,-1.0,131141,Sargodha,CARD,Delivered,-131141.0
406.0,Ayesha Zafar,ayesha.zafar@yahoo.com,12/08/2023,Samsung Galaxy S22,Accessories,-1.0,0,Lahore,cash ,pendng,0.0
407.0,Ahmed Sheikh,ahmed.sheikh@yahoo.com,05-29-2023,Washing Machine,Accessories,,0,Lahore,,,
408.0,hassan saeed,hassan.saeed@gmail.com,,Bluet00th Speker,eletronics,-1.0,24658,Multan,Card,Pending,-24658.0
409.0, Ayesha Qureshi ,.ayesha.qureshi.@gmail.com,,Bluetooth Speaker,Accessories,4.0,0,Multan,CARD,Delivered,0.0
410.0,Bilal Zafar,bilal.zafar@hotmail.com,2023-01-29,MacBook Air,,2.0,106031,Multan,Bank Transfer,pendng,212062.0
411.0,ahmed raza,ahmed.raza@yahoo.com,,Airpods Pro,,-1.0,0,,Bank Transfer,Cancelled,0.0
412.0,AHMED QURESHI,ahmed.qureshi@gmial.com,24/01/2023,Samsung Galaxy S22,Appliances,,45238,lahor,CARD,delievered,
,HASSAN RAZA,hassan.raza,,Washing Machine,eletronics,1.0,54253,Multan,Bank Transfer,,54253.0
414.0, Bilal Raza ,.bilal.raza.@yahoo.com,17/10/2023,Bluetooth Speaker,Appliances,-1.0,69629,,cash ,Pending,-69629.0
415.0,KASHIF MIRZA,kashif.mirza@gmailcom,,Bluetooth Speaker,Accessories,1.0,147014,Lahore,Bank Transfer,Pending,147014.0
416.0,Ayesha Zafar,ayesha.zafar@gmial.com,2023-02-16,Smart TV,eletronics,-1.0,98229,islmabad,Cash,pendng,-98229.0
417.0,Hassan Raza,hassan.raza@gmailcom,,MacBook Air,Accessories,1.0,abc,Faisalabad,cash ,Cancelled,
418.0,Kashif Chaudhry,kashif.chaudhry@yahoo.com,18/05/2024,Microwave,,4.0,50524,Lahore,Card,Pending,202096.0
419.0, USMAN CHAUDHRY ,.usman.chaudhry.,,Washing Machine,,2.0,92646,Sargodha,Bank Transfer,Pending,185292.0
420.0,Hina Chaudhry,hina.chaudhry@yahoo.com,05/01/2023,Bluetooth Speaker,Appliances,,abc,Lahore,Bank Transfer,,
, ahmed qureshi ,.ahmed.qureshi.@hotmail.com,,Washing Machine,Accessories,,abc,Lahore,,pendng,
